REVIEW_ID|||SENTENCE|||ASPECT|||SENTIMENT|||SENTIMENT_SCORE
92|||This is another great product and i will always order from here in the future.|||product|||great|||3.0
92|||money spent well!!|||money|||well|||1.0
92|||If you need a great car charger this is the one you need!!|||charger|||great|||3.0
92|||If you need a great car charger this is the one you need!!|||car charger|||great|||3.0
93|||goes into the lighter port a little rough but it charges the phone fine.|||port|||rough|||-2.0
93|||goes into the lighter port a little rough but it charges the phone fine.|||fine|||rough|||-2.0
93|||goes into the lighter port a little rough but it charges the phone fine.|||phone fine|||rough|||-2.0
93|||I wish it had a little more reach so i could use the phone from the passenger seat of the car more comfortably but its not a big problem.|||car|||comfortably|||2.0
93|||I wish it had a little more reach so i could use the phone from the passenger seat of the car more comfortably but its not a big problem.|||problem|||comfortably|||2.0
93|||it will reach pretty far because of the coiled section but this will put stress on the charge port of your phone which many people dont realize will eventually break it.|||section|||pretty|||3.0
94|||They both have Samsung Galaxy phones and needed a car charger so being the OEM fanboy I am, I swooped up on a couple of these for them while remaining slightly skeptical of what was actually going to show up in the mail at this price.I'm happy to report I definitely received 2 OEM Samsung car chargers in the mail in sealed bags with part # barcodes (the kind you'd normally receive in a new/refurb phone).|||couple|||skeptical|||-2.0
94|||They both have Samsung Galaxy phones and needed a car charger so being the OEM fanboy I am, I swooped up on a couple of these for them while remaining slightly skeptical of what was actually going to show up in the mail at this price.I'm happy to report I definitely received 2 OEM Samsung car chargers in the mail in sealed bags with part # barcodes (the kind you'd normally receive in a new/refurb phone).|||mail|||skeptical|||-2.0
94|||They both have Samsung Galaxy phones and needed a car charger so being the OEM fanboy I am, I swooped up on a couple of these for them while remaining slightly skeptical of what was actually going to show up in the mail at this price.I'm happy to report I definitely received 2 OEM Samsung car chargers in the mail in sealed bags with part # barcodes (the kind you'd normally receive in a new/refurb phone).|||price.i|||happy|||2.0
94|||They both have Samsung Galaxy phones and needed a car charger so being the OEM fanboy I am, I swooped up on a couple of these for them while remaining slightly skeptical of what was actually going to show up in the mail at this price.I'm happy to report I definitely received 2 OEM Samsung car chargers in the mail in sealed bags with part # barcodes (the kind you'd normally receive in a new/refurb phone).|||charger|||happy|||2.0
94|||They both have Samsung Galaxy phones and needed a car charger so being the OEM fanboy I am, I swooped up on a couple of these for them while remaining slightly skeptical of what was actually going to show up in the mail at this price.I'm happy to report I definitely received 2 OEM Samsung car chargers in the mail in sealed bags with part # barcodes (the kind you'd normally receive in a new/refurb phone).|||car charger|||happy|||2.0
94|||Can't go wrong with the price and certainly can't argue with the benefits of OEM vs. generic (mA output and reliability at the top of the list!)|||ca|||wrong|||-2.0
94|||Can't go wrong with the price and certainly can't argue with the benefits of OEM vs. generic (mA output and reliability at the top of the list!)|||price|||wrong|||-2.0
94|||Can't go wrong with the price and certainly can't argue with the benefits of OEM vs. generic (mA output and reliability at the top of the list!)|||price|||argue|||2.0
94|||Can't go wrong with the price and certainly can't argue with the benefits of OEM vs. generic (mA output and reliability at the top of the list!)|||benefit|||argue|||2.0
95|||It works perfectly and is built as solidly as the $20 Verizon charger.|||charger|||perfectly|||2.0
95|||I highly recommend this car charger and thanks for the great price!|||thanks|||great|||3.0
95|||I highly recommend this car charger and thanks for the great price!|||price|||great|||3.0
97|||Charger works great.|||charger|||great|||3.0
97|||I wish it has a retractable cord like some other chargers I've used, but other than that, I love it.|||charger|||love|||3.0
98|||It works great  thus  far no issues.|||issue|||great|||3.0
98|||The only thing i might have limited was a usb Connect or it charges my t989 without fail|||t989|||fail|||-3.0
99|||If they ever have anything is stock, it is cheap junk that does not last.|||stock|||cheap|||-2.0
99|||If they ever have anything is stock, it is cheap junk that does not last.|||junk|||cheap|||-2.0
99|||This cord works perfectly and has lasted for months now.|||cord|||perfectly|||2.0
99|||This cord works perfectly and has lasted for months now.|||month|||perfectly|||2.0
99|||I also bought at the same time 2 other cheaper charger cords thru amazon that work perfectly.|||time|||cheaper|||-2.0
99|||I also bought at the same time 2 other cheaper charger cords thru amazon that work perfectly.|||cord|||cheaper|||-2.0
99|||I also bought at the same time 2 other cheaper charger cords thru amazon that work perfectly.|||charger cord|||cheaper|||-2.0
99|||I also bought at the same time 2 other cheaper charger cords thru amazon that work perfectly.|||amazon|||perfectly|||2.0
99|||This is a great car charger, and it does not cost near as much as the junk you get at the local store--not to mention this is the Samsung brand charger verses their junk.|||charger|||great|||3.0
99|||This is a great car charger, and it does not cost near as much as the junk you get at the local store--not to mention this is the Samsung brand charger verses their junk.|||car charger|||great|||3.0
100|||Good lengthEasy to useVery fast chargingI would recommend it to persons who use their phone a lot.|||lengtheasy|||good|||2.0
